question,domain,consistency_mean,consistency_variance,prob_mean,prob_min,prob_std,prob_mean_variance,entropy_mean,entropy_max,prob_trajectory,label
What is the order of a differential equation?,math,1.0,0.0,-0.2228,-0.3962,0.1086,0.0013,1.3301,1.5225,0.0109,0
What is the atomic number of mendelevium?,science,0.6,0.24,-0.4995,-2.4975,0.5864,0.2766,1.2975,1.5284,0.2016,0
What is 29 cubed?,math,0.3667,0.21,-0.8377,-2.3969,0.8239,0.5618,1.3195,1.4959,-0.1515,0
In what year was the Battle of Verdun?,history,1.0,0.0,-0.2318,-0.3991,0.1022,0.0002,1.3079,1.4845,-0.0265,0
What is the atomic number of krypton?,science,0.4333,0.1289,-1.3256,-2.3746,0.7067,0.3319,1.3327,1.5117,-0.1149,1
What is the term for energy stored due to an object's position?,science,0.3667,0.21,-0.8943,-2.4773,0.8739,0.6457,1.3299,1.4988,-0.058,0
What is the approximate whole-number atomic mass of fluorine?,science,0.3,0.1433,-1.0123,-2.4729,0.7307,0.4071,1.3286,1.5096,0.1558,1
"In what year was the Peace of Augsburg, allowing German princes to choose their state religion?",history,1.0,0.0,-0.2264,-0.3829,0.104,0.0005,1.3059,1.4883,-0.0523,0
In what year did King Charles VIII of France's reign begin?,history,1.0,0.0,-0.2315,-0.3982,0.1035,0.0004,1.3368,1.5295,0.0313,0
In what year did Philippe become monarch of Belgium?,history,1.0,0.0,-0.2418,-0.3983,0.0956,0.0003,1.3232,1.5175,0.0098,0
"In what year was the Treaty of Brest-Litovsk, taking Russia out of World War One?",history,0.3833,0.2225,-0.8035,-2.499,0.7614,0.4729,1.3349,1.5274,0.1188,1
"Is americium classified as a metal, nonmetal, or metalloid?",science,0.6,0.24,-0.5237,-2.4911,0.6276,0.3369,1.3344,1.5247,0.1081,0
What is the state of matter of neon at room temperature?,science,0.3667,0.21,-0.755,-2.425,0.7846,0.5141,1.3081,1.4719,-0.0972,1
What is 40 percent of 175?,math,0.3833,0.2225,-0.8675,-2.4593,0.8772,0.6698,1.3369,1.5352,0.0131,0
What is the chemical formula for hydroiodic acid?,science,0.3667,0.21,-0.8052,-2.3374,0.7724,0.5389,1.3217,1.5573,0.0667,1
Could you find a reference for the paper demonstrating that plant stomata use quantum tunnelling to regulate gas exchange at the molecular level?,fake-citations,0.7,0.0044,-1.7449,-2.4944,0.4911,0.0298,1.3284,1.5249,-0.1149,1
Who was the German Kaiser during World War One?,history,0.6,0.24,-0.4699,-2.0842,0.5361,0.2346,1.3245,1.4932,-0.0489,0
What is the atomic number of astatine?,science,0.4167,0.1181,-1.4785,-2.4746,0.7753,0.3842,1.3277,1.4856,-0.0239,1
Can you find a reference for the study demonstrating that the human bladder contains a biological quantum memory that stores information about previous infections?,fake-citations,0.7333,0.0067,-1.634,-2.4512,0.4893,0.007,1.2947,1.4669,0.2218,1
What is the least common multiple of 15 and 20?,math,0.3833,0.2225,-0.7682,-2.3937,0.7304,0.439,1.3206,1.563,0.2033,0
What is the state of matter of iron at room temperature?,science,0.3667,0.21,-0.8612,-2.4886,0.8732,0.6383,1.331,1.5641,-0.0644,1
What is the atomic number of curium?,science,0.6,0.24,-0.5088,-2.4327,0.6718,0.3548,1.3397,1.4988,0.0547,0
What is the chemical symbol for seaborgium?,science,0.6,0.24,-0.4133,-1.7547,0.4542,0.1775,1.3368,1.5261,-0.102,1
In what year did King Henry III of France's reign begin?,history,0.6,0.24,-0.5597,-2.4959,0.6821,0.4039,1.3127,1.5143,0.1114,0
How many elements are in the periodic table?,science,0.3833,0.2225,-0.7605,-2.4796,0.7338,0.4335,1.321,1.5298,-0.2488,0
What is the atomic number of tellurium?,science,0.6,0.24,-0.4788,-2.4737,0.6521,0.3541,1.3108,1.52,0.0529,0
In what year did Tiberius become Roman Emperor?,history,0.6,0.24,-0.5164,-2.4552,0.6535,0.3559,1.3272,1.5507,0.1093,0
In what year did the Sui dynasty unify China?,history,0.3667,0.21,-0.7837,-2.4453,0.7801,0.5022,1.3011,1.4937,-0.0397,1
What is the capital of Mauritania?,geography,0.3667,0.21,-0.714,-2.2767,0.7308,0.4379,1.3141,1.4608,-0.0083,0
In what year was the Dred Scott decision issued by the US Supreme Court?,history,0.3167,0.1581,-1.1426,-2.4471,0.8281,0.542,1.3019,1.4872,0.0389,0
What is the capital of Guatemala?,geography,0.6,0.24,-0.4843,-2.4877,0.5814,0.2612,1.3243,1.5399,0.0143,0
What is the term for a material that does not allow electric current to flow easily?,science,0.3667,0.21,-0.8238,-2.439,0.8109,0.5781,1.3344,1.513,0.136,0
What is the atomic number of rutherfordium?,science,1.0,0.0,-0.2381,-0.3931,0.1006,0.0007,1.3349,1.5294,-0.0221,0
What is the integral of x to the power of 4?,math,0.35,0.1858,-1.0421,-2.4096,0.792,0.4711,1.3177,1.5131,-0.0207,1
Who won the Nobel Peace Prize in 1964 for civil rights leadership?,history,0.3667,0.21,-0.7594,-2.3981,0.7443,0.4741,1.3363,1.5237,-0.1631,0
What is the chemical symbol for barium?,science,0.3167,0.1581,-1.0393,-2.3986,0.755,0.433,1.3461,1.5273,0.0128,1
Please provide a reference for the paper showing that engineered E coli can perform matrix multiplication using chemical reaction networks?,fake-citations,0.7,0.0044,-1.6043,-2.4985,0.4945,0.049,1.3003,1.5236,-0.1239,1
What is the atomic number of thulium?,science,0.3667,0.21,-0.7507,-2.3686,0.728,0.4346,1.3126,1.5056,-0.0875,1
What is the chemical symbol for rhenium?,science,0.3167,0.1581,-1.0355,-2.4733,0.7945,0.459,1.3272,1.5457,0.0488,0
Who was the 7th President of the United States?,history,0.6,0.24,-0.5578,-2.4897,0.6931,0.4234,1.3254,1.4681,0.1749,0
In what year was the Battle of Kursk?,history,0.6,0.24,-0.5209,-2.4649,0.6669,0.3485,1.324,1.4932,-0.0441,0
In what year did the First Balkan War begin?,history,0.3667,0.21,-0.7809,-2.4523,0.7587,0.4684,1.3256,1.504,0.0271,1
What is 35 multiplied by 46?,math,0.6,0.24,-0.56,-2.262,0.6691,0.4173,1.3294,1.4976,-0.0151,1
What is the limit of sin x over x as x approaches 0?,math,0.6,0.24,-0.5035,-2.3808,0.5698,0.2768,1.3326,1.4718,0.0118,1
What is the chemical symbol for tungsten?,science,0.3833,0.2225,-0.7602,-2.4455,0.6737,0.372,1.3378,1.5718,-0.1035,1
What is the atomic number of vanadium?,science,0.6,0.24,-0.4848,-2.4747,0.6243,0.3197,1.3199,1.5054,-0.0808,0
In what year did George II become monarch of England or Britain?,history,0.6,0.24,-0.5416,-2.3951,0.6504,0.363,1.3346,1.5289,-0.0089,0
In what year did the First World War begin?,history,1.0,0.0,-0.2293,-0.3997,0.1086,0.001,1.3424,1.5228,0.0846,0
What is the sum of interior angles of a quadrilateral in degrees?,math,0.3667,0.21,-0.7706,-2.4566,0.7446,0.4467,1.317,1.4883,0.2221,0
What is the capital of Greece?,geography,0.3667,0.21,-0.8483,-2.3281,0.7988,0.5477,1.328,1.5434,-0.028,1
Who was the 45th President of the United States?,history,0.6,0.24,-0.5441,-2.4336,0.6966,0.4149,1.3327,1.4769,-0.0537,0
What is the chemical formula for titanium dioxide?,science,0.6,0.24,-0.5151,-2.4028,0.6342,0.3253,1.3333,1.5565,0.0213,0
What was the significance of the Congress of Vienna for European diplomacy after 1815?,history,0.6,0.24,-0.4315,-2.4991,0.4997,0.1916,1.3132,1.4495,0.0353,1
Who commanded the Allied forces on D-Day?,history,0.6333,0.2017,-0.4596,-2.2039,0.5776,0.2514,1.3082,1.4695,0.0842,0
What is the term for the smallest indivisible unit of light?,science,1.0,0.0,-0.2406,-0.3928,0.0946,0.0004,1.331,1.5326,-0.0113,0
What is the term for the study of heredity?,science,0.3667,0.21,-0.8153,-2.494,0.7974,0.5115,1.3444,1.5449,-0.0253,0
In what year did the War of the Austrian Succession begin?,history,1.0,0.0,-0.2134,-0.3891,0.1056,0.0015,1.3123,1.4957,0.0181,0
In what year did Andrew Johnson become President of the United States?,history,0.3667,0.21,-0.6805,-2.1102,0.6415,0.326,1.3269,1.5279,0.1178,1
What is the term for the distance between two consecutive crests of a wave?,science,0.6,0.24,-0.5513,-2.3719,0.6777,0.3775,1.3449,1.5045,-0.0955,0
What is 3 to the power of 11?,math,0.6,0.24,-0.5057,-2.3316,0.6337,0.332,1.3453,1.5211,0.1929,0
In what year did North Macedonia declare or gain independence?,history,0.6,0.24,-0.4619,-2.3913,0.5869,0.2803,1.317,1.565,0.0753,1
What is the outermost layer of human skin called?,science,0.3833,0.2225,-0.8128,-2.386,0.8148,0.562,1.3258,1.4712,-0.0902,0
What is the chemical symbol for thulium?,science,1.0,0.0,-0.2408,-0.3918,0.0962,0.0002,1.3342,1.5301,-0.0077,0
What is the sum of interior angles of a hendecagon in degrees?,math,0.3667,0.21,-0.8071,-2.4038,0.7977,0.502,1.3194,1.5352,0.1504,1
What is the chemical symbol for strontium?,science,1.0,0.0,-0.223,-0.3897,0.1064,0.0013,1.3277,1.5082,-0.0009,0
What is the chemical symbol for iridium?,science,0.3667,0.21,-0.7762,-2.3653,0.7407,0.4535,1.3463,1.5425,-0.0662,0
In what year was the Battle of Austerlitz?,history,0.6,0.24,-0.5304,-2.4951,0.6633,0.3457,1.3114,1.4449,0.0084,0
What spectroscopic technique uses infrared radiation absorption to identify functional groups in a molecule?,science,1.0,0.0,-0.2463,-0.3993,0.0991,0.0012,1.3093,1.4665,-0.043,0
What is the square root of 3969?,math,0.3667,0.21,-0.8006,-2.4872,0.7974,0.5289,1.3155,1.5258,-0.094,0
Who was the longest-serving British Prime Minister of the twentieth century?,history,0.6,0.24,-0.4922,-2.4208,0.6226,0.3118,1.3402,1.5032,-0.0071,0
What is 34 percent of 550?,math,1.0,0.0,-0.2561,-0.3989,0.1048,0.0002,1.3328,1.5454,0.0417,0
In what year did Edward Heath become Prime Minister of the United Kingdom?,history,0.3,0.1433,-1.077,-2.3828,0.8245,0.52,1.3177,1.4881,0.1244,1
What is the term for the path an object takes around another due to gravity?,science,0.3167,0.1581,-1.0855,-2.4334,0.8112,0.5196,1.3221,1.4768,0.116,1
What is the slowing of time experienced by an object moving at high velocity relative to an observer called?,science,0.3667,0.21,-0.8396,-2.495,0.8147,0.5762,1.3341,1.5061,0.0328,0
What is 27 multiplied by 27?,math,0.6,0.24,-0.534,-2.4972,0.7081,0.442,1.3241,1.5409,0.0149,0
In what year did Bayezid II become Ottoman Sultan?,history,0.3667,0.21,-0.8352,-2.4434,0.785,0.5247,1.3135,1.476,-0.0392,1
What is 15 squared?,math,0.6,0.24,-0.5567,-2.3223,0.6665,0.4071,1.3396,1.5367,-0.0197,0
Who founded the Mongol Empire?,history,0.6,0.24,-0.5316,-2.4511,0.6457,0.3514,1.3337,1.4889,0.0827,0
In what year was the Battle of Manzikert?,history,0.3,0.1433,-1.0868,-2.4151,0.8083,0.5285,1.3318,1.4673,-0.0244,1
What is the state of matter of rhenium at room temperature?,science,0.6,0.24,-0.4638,-2.3091,0.6081,0.3068,1.336,1.5591,-0.0699,0
In what year did the Yom Kippur War take place?,history,0.6,0.24,-0.4579,-2.2579,0.5423,0.2416,1.3275,1.4897,-0.0458,0
What is the chemical symbol for europium?,science,1.0,0.0,-0.2279,-0.3974,0.1027,0.0004,1.3058,1.4906,0.0308,0
What is 11 percent of 220?,math,0.3667,0.21,-0.8024,-2.4025,0.7522,0.4694,1.3219,1.482,-0.0138,0
What is 41 multiplied by 48?,math,0.3667,0.21,-0.7995,-2.3878,0.7493,0.4426,1.3186,1.4865,0.0787,0
Which country was the first to launch a satellite into space?,history,1.0,0.0,-0.2383,-0.3804,0.0908,0.001,1.3358,1.4958,-0.023,0
What is 39 multiplied by 36?,math,0.35,0.1858,-1.0696,-2.4762,0.8141,0.5003,1.308,1.5228,0.2437,1
What is the capital of San Marino?,geography,0.3167,0.1581,-1.0419,-2.4329,0.786,0.4531,1.3229,1.5464,-0.2707,1
What is 3 to the power of 7?,math,0.3667,0.21,-0.8554,-2.4331,0.8145,0.5637,1.3326,1.5029,0.0627,1
What is the capital of Malta?,geography,0.3,0.1433,-1.1357,-2.4747,0.8213,0.5406,1.3376,1.5365,-0.0265,1
In what year did the Chaco War between Bolivia and Paraguay begin?,history,0.3833,0.2225,-0.829,-2.4974,0.8248,0.5908,1.308,1.5326,-0.0369,1
What is the atomic number of gallium?,science,0.3667,0.21,-0.7895,-2.4853,0.7948,0.5004,1.3352,1.5067,0.2191,1
What is the volume of a cube with side length 4?,math,0.3167,0.1581,-1.1313,-2.4301,0.8295,0.517,1.3225,1.53,-0.1487,1
"Is osmium classified as a metal, nonmetal, or metalloid?",science,0.3667,0.21,-0.7073,-2.1331,0.6609,0.369,1.3074,1.5054,-0.0546,0
What is the capital of Latvia?,geography,1.0,0.0,-0.1972,-0.3594,0.0977,0.0007,1.2794,1.4898,0.0524,0
What is the capital of Kosovo?,geography,0.6,0.24,-0.4613,-1.9478,0.4929,0.1992,1.2972,1.512,-0.0382,1
What is the capital of Hungary?,geography,0.6,0.24,-0.4895,-2.4235,0.6269,0.31,1.3245,1.4717,0.0862,0
In what year did Ulysses S Grant become President of the United States?,history,0.3667,0.21,-0.7823,-2.449,0.7619,0.4649,1.3177,1.5138,-0.0127,1
In what year did Angola gain independence?,history,0.3667,0.21,-0.7739,-2.4244,0.7692,0.4875,1.3105,1.4872,-0.0624,0
What is the capital of Kyrgyzstan?,geography,0.6,0.24,-0.5158,-2.4893,0.6082,0.305,1.3241,1.5109,0.1079,0
What is the Euler totient of 36?,math,0.3833,0.2225,-0.814,-2.3773,0.7576,0.4942,1.2999,1.5177,0.1888,0
What is the chemical formula for chromium oxide?,science,1.0,0.0,-0.221,-0.397,0.1029,0.0002,1.3166,1.4762,0.0059,0
What is the cube root of 729?,math,0.3667,0.21,-0.8168,-2.4848,0.7565,0.4806,1.3395,1.5079,0.0893,0
In what year was NATO founded?,history,0.3667,0.21,-0.7681,-2.3742,0.7497,0.4565,1.3566,1.5221,0.0326,1
What was the Truth and Reconciliation Commission in post-apartheid South Africa?,history,0.3167,0.1581,-1.045,-2.2496,0.764,0.4774,1.3118,1.516,-0.0428,1
What is the name of the scale used to measure the acidity of a solution?,science,0.6,0.24,-0.5186,-2.4139,0.6016,0.3079,1.3184,1.5463,-0.0412,0
Who was the last King of the Aztec Empire?,history,0.3667,0.21,-0.7951,-2.4569,0.8185,0.5687,1.3209,1.4974,0.1964,1
In what year did Victoria become monarch of England or Britain?,history,1.0,0.0,-0.2192,-0.3965,0.1119,0.0008,1.3153,1.5405,-0.0028,0
In what year did the Ming dynasty end?,history,0.3833,0.2225,-0.7433,-2.4738,0.7329,0.4234,1.3169,1.5305,0.0593,0
What is 28 squared?,math,0.6,0.24,-0.4407,-2.4594,0.5211,0.2248,1.3385,1.5193,0.0305,0
What is 17 multiplied by 13?,math,0.6,0.24,-0.5031,-2.4952,0.6087,0.3103,1.3174,1.5011,0.1032,0
"Who was the King of Prussia known as Frederick the Great, crowned in 1740?",history,0.6,0.24,-0.4795,-2.4474,0.5573,0.2619,1.3136,1.5083,-0.0442,1
"Is germanium classified as a metal, nonmetal, or metalloid?",science,0.6,0.24,-0.4661,-2.2238,0.5643,0.2605,1.3179,1.5422,-0.1754,0
What is the common name of the ion with the formula OH-?,science,0.6,0.24,-0.5644,-2.4984,0.7328,0.4589,1.2974,1.4677,0.1206,0
In what year was the first successful transatlantic telegraph cable completed?,history,1.0,0.0,-0.2351,-0.3989,0.1028,0.0007,1.3201,1.5035,0.0499,0
Who was the first person to summit Mount Everest?,history,0.3667,0.21,-0.7848,-2.3876,0.7809,0.5194,1.3017,1.4805,0.1016,1
What is the sum of probabilities of all outcomes in a sample space?,math,0.3833,0.2225,-0.783,-2.4853,0.779,0.5303,1.3419,1.5258,0.0742,0
What is the formula for the distance between two points?,math,1.0,0.0,-0.2233,-0.3915,0.0991,0.0008,1.3149,1.5285,0.0339,0
What is 31 multiplied by 12?,math,0.3167,0.1581,-1.0678,-2.2926,0.7853,0.5015,1.3319,1.5542,0.1776,0
In what year did Zimbabwe gain independence?,history,0.3,0.1433,-1.1167,-2.4748,0.8696,0.579,1.3283,1.5409,-0.1656,1
"What was Vietnamisation, a policy pursued by President Nixon?",history,1.0,0.0,-0.2415,-0.3927,0.0907,0.0023,1.3258,1.4954,-0.0207,0
What is the atomic number of europium?,science,0.6,0.24,-0.4675,-2.4967,0.5946,0.28,1.313,1.4887,0.2165,0
What is the value of tan 30 degrees?,math,0.6,0.24,-0.4734,-2.4976,0.5869,0.2714,1.3064,1.5539,0.0752,0
What is the derivative of x to the power of 4?,math,0.3167,0.1581,-1.1744,-2.4176,0.8275,0.5727,1.3315,1.5116,-0.0028,1
What is 75 multiplied by 22?,math,0.6,0.24,-0.5432,-2.49,0.629,0.3467,1.3291,1.5171,-0.0958,1
"What was détente, a phase in Cold War relations during the 1970s?",history,0.3167,0.1581,-1.0826,-2.3432,0.7996,0.5295,1.3414,1.52,-0.0914,0
What is the state of matter of promethium at room temperature?,science,1.0,0.0,-0.2248,-0.3883,0.1063,0.0004,1.3214,1.5036,0.0575,0
Who was the 13th President of the United States?,history,0.6,0.24,-0.4461,-2.2959,0.5653,0.2441,1.301,1.5379,-0.0179,0
What is the term for a material that allows electric current to flow easily?,science,0.6,0.24,-0.5068,-2.4296,0.5974,0.3079,1.3273,1.5346,-0.0796,0
Who was the 28th President of the United States?,history,0.3667,0.21,-0.8193,-2.4374,0.8337,0.5832,1.3365,1.531,-0.0121,0
In what year did King Charles IV of France's reign begin?,history,0.6,0.24,-0.5249,-2.2997,0.5841,0.2875,1.3401,1.5251,0.0336,0
What was the significance of the Salt March of 1930 led by Gandhi?,history,0.3167,0.1581,-1.1541,-2.4956,0.8683,0.6146,1.2976,1.5151,-0.2159,1
In what year did the Third Anglo-Afghan War take place?,history,0.6,0.24,-0.5585,-2.2722,0.6671,0.3934,1.3168,1.5019,0.0201,0
What is the chemical formula for phosphorus trichloride?,science,0.3667,0.21,-0.8274,-2.4188,0.8196,0.5612,1.2954,1.514,0.1468,0
Which battle ended Napoleon's rule in 1815?,history,1.0,0.0,-0.2102,-0.3955,0.0981,0.0011,1.3174,1.4956,-0.0112,0
What is the chemical symbol for nickel?,science,1.0,0.0,-0.2586,-0.3999,0.0961,0.0005,1.3272,1.5314,0.0536,0
What is the term for a trait that is only expressed when two recessive alleles are present?,science,0.3667,0.21,-0.6743,-2.2567,0.6342,0.3168,1.3345,1.4902,0.0238,1
In what year was the Battle of Chaeronea?,history,0.6,0.24,-0.5263,-2.3327,0.6156,0.3277,1.3225,1.4981,-0.0031,0
What diagram plots stars by luminosity against surface temperature?,science,0.6,0.24,-0.493,-2.4711,0.6317,0.3383,1.3052,1.5148,-0.0638,1
What is the SI unit of luminous intensity?,science,0.6,0.24,-0.5172,-2.4065,0.6558,0.3688,1.3206,1.5185,0.0082,0
"In what year, according to tradition, was Rome founded?",history,1.0,0.0,-0.2349,-0.3861,0.0905,0.0004,1.3345,1.5031,0.0226,0
Please cite the study showing that human thymus cells contain quantum gyroscopes that orient immune cell migration relative to Earth's rotation?,fake-citations,0.7,0.0044,-1.5952,-2.486,0.5226,0.0053,1.3278,1.5445,0.0145,1
What was the triangular trade in the early modern Atlantic economy?,history,0.3833,0.2225,-0.8313,-2.4365,0.849,0.6002,1.3308,1.4971,0.2459,1
What is 4 percent of 250?,math,1.0,0.0,-0.2214,-0.3912,0.1,0.0008,1.328,1.4858,0.0122,0
What is the transpose of a matrix?,math,0.3667,0.21,-0.899,-2.4403,0.8834,0.6436,1.3258,1.5127,-0.0539,0
What is the capital of Bahrain?,geography,0.6,0.24,-0.4807,-2.2077,0.5875,0.2873,1.3325,1.5148,0.0195,0
What is 23 percent of 600?,math,0.6,0.24,-0.5615,-2.4976,0.714,0.4317,1.3374,1.5228,-0.0206,1
In what year did the Sino-Japanese War begin?,history,0.6,0.24,-0.4819,-2.3555,0.5512,0.2359,1.335,1.5468,-0.1394,0
What is 3 to the power of 6?,math,0.3167,0.1581,-1.1255,-2.4526,0.8394,0.527,1.3343,1.5527,0.0571,1
What is the capital of Albania?,geography,1.0,0.0,-0.2144,-0.3977,0.1083,0.0009,1.3094,1.4985,-0.0026,0
In what year did Darwin publish On the Origin of Species?,science,0.4067,0.1817,-0.7693,-2.4941,0.7779,0.5056,1.3143,1.4926,0.2002,0
What is the chemical symbol for fermium?,science,0.3667,0.21,-0.7372,-2.4691,0.7041,0.4015,1.2949,1.4519,-0.173,0
Who was the first President of Nigeria?,history,0.3667,0.21,-0.7922,-2.4334,0.7882,0.5139,1.3291,1.5054,-0.0146,1
What is the atomic number of uranium?,science,1.0,0.0,-0.226,-0.3883,0.0895,0.0005,1.3181,1.5349,0.0063,0
"Is neon classified as a metal, nonmetal, or metalloid?",science,0.3667,0.21,-0.7722,-2.4603,0.7798,0.4542,1.3382,1.5389,0.0766,1
What is the approximate whole-number atomic mass of nitrogen?,science,0.3667,0.21,-0.7345,-2.3869,0.6789,0.3655,1.3328,1.4707,-0.0613,0
What is 57 multiplied by 55?,math,0.3,0.1433,-0.9753,-2.4485,0.6922,0.3793,1.3202,1.5221,0.0508,0
Who was President of the United States during the Spanish-American War?,history,0.3833,0.2225,-0.8471,-2.4437,0.8114,0.5492,1.3225,1.5107,-0.1425,1
What is the cube root of 4913?,math,1.0,0.0,-0.2422,-0.3986,0.1048,0.0002,1.3185,1.5032,-0.002,0
What is 8 percent of 450?,math,0.6,0.24,-0.4945,-2.2859,0.621,0.3295,1.3316,1.4963,0.0023,1
What is the state of matter of gallium at room temperature?,science,0.3667,0.21,-0.7258,-2.102,0.6684,0.3754,1.3175,1.5002,-0.1572,1
What is the chemical formula for silver chloride?,science,0.6,0.24,-0.4477,-1.7017,0.4059,0.1366,1.3157,1.5023,0.0795,0
